x1,x2,y
0.874162,-0.754224,0.0
0.545766,0.487750,1.0
1.413795,1.659963,0.0
0.482149,0.481636,1.0
1.951161,-0.429661,0.0
0.620421,0.409783,1.0
1.448987,-2.068479,0.0
0.623214,0.561387,1.0
1.517814,-2.094951,0.0
0.343421,0.469514,1.0
0.177827,-1.658400,0.0
0.572877,0.546663,1.0
-1.542423,1.292135,0.0
0.585304,0.602665,1.0
-1.212553,1.424673,0.0
0.673879,0.492339,1.0
0.414841,-2.160179,0.0
0.589965,0.544944,1.0
2.131487,1.498012,0.0
0.590819,0.488845,1.0
1.329993,-0.401636,0.0
0.375043,0.354381,1.0
2.104067,1.449521,0.0
0.461584,0.435945,1.0
-1.992284,0.484181,0.0
0.626634,0.443946,1.0
-1.111825,-0.038641,0.0
0.380185,0.376415,1.0
1.314971,1.524137,0.0
0.380707,0.345198,1.0
-1.838509,-2.217605,0.0
0.559996,0.456057,1.0
-1.832009,1.419414,0.0
0.507519,0.474462,1.0
-0.296680,0.901629,0.0
0.505913,0.678919,1.0
-1.279107,1.243877,0.0
0.358251,0.526680,1.0
0.154637,2.182551,0.0
0.544125,0.509782,1.0
0.050570,0.332901,0.0
0.355850,0.571253,1.0
-0.610295,0.364174,0.0
0.555963,0.666610,1.0
-2.181410,-0.555184,0.0
0.518581,0.398544,1.0
0.411986,-2.144375,0.0
0.324481,0.549065,1.0
-1.990068,-0.675362,0.0
0.599919,0.646532,1.0
-0.447772,0.695473,0.0
0.568001,0.585540,1.0
0.925079,0.598922,0.0
0.540345,0.585393,1.0
0.097488,1.674904,0.0
0.342805,0.529036,1.0
0.076547,0.126798,0.0
0.490635,0.306081,1.0
-0.005508,-1.368636,0.0
0.410654,0.469784,1.0
1.873437,-1.137457,0.0
0.596955,0.421073,1.0
-1.551799,2.122603,0.0
0.581809,0.660824,1.0
2.067451,0.450836,0.0
0.333831,0.492880,1.0
-0.790327,-1.431196,0.0
0.390459,0.647249,1.0
0.185185,2.001140,0.0
0.462835,0.660945,1.0
2.392896,-1.793555,0.0
0.477301,0.597390,1.0
2.301315,-0.195016,0.0
0.564382,0.569248,1.0
-1.805657,-2.081516,0.0
0.363249,0.528200,1.0
-0.468810,2.303829,0.0
0.404538,0.469447,1.0
1.115320,1.183632,0.0
0.532158,0.571738,1.0
1.241121,-1.272374,0.0
0.434431,0.488681,1.0
1.962659,0.806627,0.0
0.644418,0.527951,1.0
2.145780,1.725875,0.0
0.531117,0.684192,1.0
1.359821,1.707932,0.0
0.600576,0.488932,1.0
-0.306920,1.591203,0.0
0.597766,0.452727,1.0
-1.488665,-2.392466,0.0
0.452128,0.311152,1.0
2.058449,-2.052103,0.0
0.358696,0.405822,1.0
-0.685132,0.193291,0.0
0.420836,0.382832,1.0
-0.483624,-1.875655,0.0
0.386184,0.401267,1.0
2.322012,2.061490,0.0
0.588659,0.588494,1.0
1.455108,0.007054,0.0
0.379735,0.399929,1.0
1.350633,0.885427,0.0
0.576948,0.558309,1.0
0.088247,-0.028988,0.0
0.669145,0.522306,1.0
1.163076,2.214715,0.0
0.392231,0.420836,1.0
-1.224418,-1.186019,0.0
0.582146,0.335039,1.0
-1.202880,0.788005,0.0
0.566737,0.546318,1.0
0.711854,-2.269891,0.0
0.528111,0.564756,1.0
-0.537827,-0.859589,0.0
0.573347,0.440847,1.0
-2.301185,2.386424,0.0
0.485751,0.623098,1.0
1.310276,-0.587153,0.0
0.542821,0.592057,1.0
-0.038099,-1.936446,0.0
0.345619,0.614628,1.0
1.930991,1.372369,0.0
0.617194,0.584095,1.0
2.163284,-1.685638,0.0
0.422971,0.673460,1.0
1.627223,-1.655370,0.0
0.416206,0.578175,1.0
-1.377221,-1.351865,0.0
0.569737,0.577938,1.0
-1.069675,-2.029856,0.0
0.611716,0.502687,1.0
-0.398152,-0.538227,0.0
0.668641,0.453814,1.0
1.912966,0.817196,0.0
0.651583,0.562664,1.0
-0.165172,-1.651576,0.0
0.530718,0.376289,1.0
-0.114255,-0.279270,0.0
0.559006,0.617418,1.0
-1.855040,-1.650132,0.0
0.552714,0.458313,1.0
1.963009,1.885570,0.0
0.597609,0.612128,1.0
1.702989,-0.259536,0.0
0.633118,0.608886,1.0
-0.973576,0.303378,0.0
0.605569,0.402646,1.0
2.084600,0.665712,0.0
0.485747,0.552266,1.0
0.475103,-2.152049,0.0
0.375667,0.435451,1.0
-0.856739,0.792419,0.0
0.516331,0.567162,1.0
-0.104874,-1.016085,0.0
0.588845,0.510348,1.0
-0.907905,0.036887,0.0
0.667220,0.563112,1.0
-0.990292,-2.242367,0.0
0.488475,0.399723,1.0
-1.901267,-0.991690,0.0
0.355504,0.363201,1.0
0.243146,1.761080,0.0
0.615781,0.423053,1.0
-0.585849,-1.571275,0.0
0.598308,0.367369,1.0
0.941677,1.163668,0.0
0.461221,0.333080,1.0
2.182168,-1.094947,0.0
0.535846,0.566544,1.0
0.081809,2.162491,0.0
0.449153,0.315125,1.0
0.126309,1.272302,0.0
0.464371,0.475103,1.0
