x1,x2,y
-0.711556,0.877465,0.0
0.553236,0.441669,1.0
0.157011,-0.114212,0.0
0.344462,0.378532,1.0
0.598019,-0.700679,0.0
0.497020,0.413906,1.0
-1.233248,-0.004117,0.0
0.655385,0.454190,1.0
0.471788,-0.660131,0.0
0.404911,0.342720,1.0
1.275665,0.508777,0.0
0.439748,0.644064,1.0
0.531141,1.079862,0.0
0.690421,0.503846,1.0
-1.083354,-0.130614,0.0
0.373084,0.626187,1.0
0.197520,-0.476115,0.0
0.612587,0.343655,1.0
-0.609949,0.384666,0.0
0.601547,0.404269,1.0
-0.938961,0.890631,0.0
0.597670,0.442576,1.0
0.168263,-0.803851,0.0
0.650443,0.589411,1.0
-0.422405,1.245339,0.0
0.320122,0.496312,1.0
0.068262,0.685992,0.0
0.665291,0.541798,1.0
0.625926,0.332471,0.0
0.566852,0.489442,1.0
1.014852,0.622393,0.0
0.615945,0.388247,1.0
1.084169,0.832296,0.0
0.562159,0.409051,1.0
-1.217551,1.221130,0.0
0.367075,0.434459,1.0
0.293369,1.059826,0.0
0.483062,0.624216,1.0
0.626204,-0.197169,0.0
0.682876,0.498378,1.0
-0.386603,-0.233537,0.0
0.645756,0.622737,1.0
0.231593,0.188731,0.0
0.499795,0.660979,1.0
-0.159652,-0.067666,0.0
0.335741,0.597479,1.0
-0.411298,0.707096,0.0
0.431983,0.541548,1.0
-0.682452,1.222134,0.0
0.562634,0.394824,1.0
-0.585771,1.150640,0.0
0.501426,0.461855,1.0
0.679804,1.073734,0.0
0.444938,0.667528,1.0
0.281497,-0.883547,0.0
0.360749,0.509009,1.0
-1.199781,0.886592,0.0
0.553271,0.622770,1.0
1.298017,-0.824735,0.0
0.554139,0.406899,1.0
-0.993766,0.169534,0.0
0.461818,0.382999,1.0
-0.188631,-0.916251,0.0
0.587573,0.342335,1.0
0.784750,-0.501643,0.0
0.605132,0.658751,1.0
0.792393,0.557046,0.0
0.450236,0.523292,1.0
-0.818901,1.126533,0.0
0.567772,0.351004,1.0
-1.088367,-1.184193,0.0
0.541289,0.451210,1.0
-0.132501,1.249465,0.0
0.574258,0.560899,1.0
-0.496552,0.454875,0.0
0.666330,0.415088,1.0
0.501603,1.248882,0.0
0.523627,0.400392,1.0
-0.720142,-0.429660,0.0
0.476868,0.515886,1.0
1.275080,1.077512,0.0
0.615117,0.475191,1.0
-1.030648,-0.899739,0.0
0.451157,0.393041,1.0
-0.396699,-0.919467,0.0
0.641155,0.488497,1.0
-0.801530,-0.710679,0.0
0.503308,0.497759,1.0
-0.455271,0.054801,0.0
0.597741,0.436833,1.0
-0.273763,0.869742,0.0
0.584117,0.660156,1.0
0.948488,0.640796,0.0
0.600483,0.517985,1.0
-0.791662,-1.264746,0.0
