x1,x2,y
6.465541,-3.258435,0.0
0.637806,0.603344,1.0
6.699885,-12.034259,0.0
0.555365,0.617756,1.0
-5.274648,-2.207537,0.0
0.474095,0.317655,1.0
8.515663,10.142156,0.0
0.478505,0.425677,1.0
3.727343,3.049361,0.0
0.371643,0.408561,1.0
-0.518371,8.144362,0.0
0.445270,0.648825,1.0
6.549563,-10.091677,0.0
0.474924,0.641962,1.0
-2.831131,-7.616101,0.0
0.407230,0.507940,1.0
-10.007345,-3.244555,0.0
0.654597,0.403533,1.0
-7.437251,3.128764,0.0
0.573394,0.440830,1.0
-4.682535,-9.370283,0.0
0.451096,0.572144,1.0
8.318118,-7.586530,0.0
0.450266,0.625194,1.0
9.014113,2.604704,0.0
0.417273,0.500833,1.0
-0.155157,-1.919749,0.0
0.361155,0.527054,1.0
-6.717154,5.599837,0.0
0.469878,0.634169,1.0
11.940623,-12.156840,0.0
0.582962,0.436908,1.0
0.608957,-7.861261,0.0
0.462579,0.371193,1.0
-3.976272,-7.208448,0.0
0.568512,0.376502,1.0
-1.901264,11.654754,0.0
0.621717,0.598404,1.0
-7.689376,-3.138303,0.0
0.340869,0.389663,1.0
-2.323745,6.025297,0.0
0.533523,0.313102,1.0
0.752276,1.506087,0.0
0.546557,0.590249,1.0
0.774898,-5.294293,0.0
0.546762,0.437314,1.0
2.006878,8.996350,0.0
0.311627,0.518001,1.0
9.071459,11.813232,0.0
0.622994,0.458565,1.0
0.665181,8.298408,0.0
0.446328,0.429412,1.0
2.241110,-1.668035,0.0
0.653938,0.538828,1.0
12.271766,6.365861,0.0
0.475625,0.424952,1.0
-8.188569,-8.078518,0.0
0.651054,0.462153,1.0
-5.791722,1.927360,0.0
0.503661,0.425347,1.0
7.378741,-6.097111,0.0
0.553478,0.509922,1.0
-2.880164,-6.118579,0.0
0.559659,0.391224,1.0
-12.425240,-5.814846,0.0
0.504391,0.302388,1.0
-3.975298,9.166281,0.0
0.563502,0.584341,1.0
-5.172696,8.492396,0.0
0.594471,0.668157,1.0
-12.317708,-4.511614,0.0
0.492250,0.647313,1.0
-7.504974,0.104487,0.0
0.526535,0.467071,1.0
10.340751,8.199757,0.0
0.340515,0.427957,1.0
-1.289610,-2.473273,0.0
0.430130,0.601073,1.0
-4.688213,-1.604291,0.0
0.463942,0.470288,1.0
-10.493984,-3.586307,0.0
0.564209,0.452830,1.0
0.525991,-9.076597,0.0
0.578089,0.544851,1.0
-12.271824,-7.340127,0.0
0.632200,0.384480,1.0
3.722716,2.692064,0.0
0.380891,0.628055,1.0
-11.391837,-0.807133,0.0
0.582322,0.480584,1.0
4.654706,6.043452,0.0
0.464228,0.476218,1.0
-7.158061,-0.137239,0.0
0.339135,0.446931,1.0
4.450887,11.858645,0.0
0.550205,0.688054,1.0
-11.412108,-6.103464,0.0
0.498035,0.679128,1.0
-12.198936,5.086064,0.0
0.573685,0.530298,1.0
0.869003,2.541772,0.0
0.418734,0.667793,1.0
6.715444,-8.537340,0.0
0.496704,0.302080,1.0
-2.842890,1.152360,0.0
0.374727,0.641807,1.0
9.415777,-6.229150,0.0
0.402484,0.343463,1.0
-7.923092,-9.600027,0.0
0.586064,0.583965,1.0
0.505848,-12.206121,0.0
0.306605,0.503681,1.0
-9.141671,-5.066718,0.0
0.646909,0.396250,1.0
-8.012595,8.307470,0.0
0.407841,0.378531,1.0
4.737807,9.523122,0.0
0.374620,0.445793,1.0
8.944038,11.650889,0.0
0.414529,0.389988,1.0
-11.422751,-4.384278,0.0
0.472659,0.581640,1.0
7.549140,-6.010231,0.0
0.392181,0.388815,1.0
7.463147,-6.491115,0.0
0.448661,0.452517,1.0
-2.664715,2.929143,0.0
0.557554,0.604984,1.0
4.746984,8.953300,0.0
0.694111,0.521946,1.0
2.953675,3.213733,0.0
0.487481,0.489153,1.0
6.587942,-10.051135,0.0
0.639066,0.589927,1.0
12.801951,-9.604499,0.0
0.620737,0.523002,1.0
12.178925,-6.006580,0.0
0.543595,0.406338,1.0
-11.105519,12.537501,0.0
0.642391,0.467307,1.0
8.826210,-7.895034,0.0
0.462121,0.674247,1.0
10.597619,-9.021089,0.0
0.642090,0.604342,1.0
4.416148,-4.393173,0.0
0.554899,0.381372,1.0
-11.975996,11.030100,0.0
0.653463,0.551286,1.0
-2.223775,9.206558,0.0
0.428818,0.540529,1.0
-2.208981,-0.138454,0.0
0.422643,0.364009,1.0
-0.370185,-3.906115,0.0
0.669337,0.553726,1.0
11.379352,-2.624230,0.0
0.593657,0.596300,1.0
7.769446,7.281350,0.0
0.569300,0.430915,1.0
6.227495,-5.083763,0.0
0.605297,0.628568,1.0
3.228094,-2.818072,0.0
0.584585,0.523857,1.0
10.920744,3.751698,0.0
0.493536,0.655120,1.0
-6.459500,1.577514,0.0
0.358462,0.467308,1.0
9.025909,-5.550525,0.0
0.579587,0.516239,1.0
8.193002,5.185302,0.0
0.452940,0.363224,1.0
-0.120901,6.217698,0.0
0.602886,0.500683,1.0
-8.241861,-0.764983,0.0
0.365576,0.434949,1.0
-7.335631,8.243984,0.0
0.664912,0.578531,1.0
-8.625903,-5.351364,0.0
0.475571,0.329782,1.0
-3.954948,-10.015213,0.0
0.399345,0.384859,1.0
1.368992,-4.957955,0.0
0.587651,0.445760,1.0
-0.498328,9.602592,0.0
0.481005,0.448750,1.0
-9.930079,5.360192,0.0
0.424742,0.446449,1.0
-2.022199,-8.500497,0.0
0.557102,0.608266,1.0
1.617565,-6.791459,0.0
0.424739,0.380135,1.0
-11.438328,-8.179030,0.0
0.460350,0.505496,1.0
-1.797995,-7.106365,0.0
0.368560,0.580400,1.0
5.475574,-0.623609,0.0
0.403858,0.637623,1.0
-11.355660,-11.973136,0.0
0.616446,0.406863,1.0
-10.301414,7.927576,0.0
0.617246,0.648173,1.0
-3.785415,1.337240,0.0
0.549436,0.573073,1.0
9.257536,-8.388208,0.0
0.354137,0.577158,1.0
-0.702996,1.142421,0.0
0.373119,0.404049,1.0
9.628744,12.695976,0.0
0.336807,0.519183,1.0
0.095205,0.504809,0.0
0.439796,0.657919,1.0
8.930515,-9.232448,0.0
0.436365,0.593092,1.0
-12.877188,9.305711,0.0
0.523005,0.347587,1.0
-0.140717,8.568090,0.0
0.326694,0.537693,1.0
-6.474935,0.162595,0.0
0.467901,0.616895,1.0
-9.339491,-1.624427,0.0
0.417153,0.494963,1.0
8.773897,-9.911262,0.0
0.612838,0.563470,1.0
-3.512511,-4.365603,0.0
0.538864,0.484789,1.0
-3.840055,11.790872,0.0
0.490494,0.329682,1.0
-8.672075,-7.358440,0.0
0.514325,0.460405,1.0
7.724519,0.391807,0.0
0.594594,0.343131,1.0
-6.666266,9.462458,0.0
0.556878,0.452538,1.0
-5.581892,-6.065276,0.0
0.449051,0.598925,1.0
-11.250385,2.987046,0.0
0.445382,0.531107,1.0
1.521461,3.397568,0.0
0.479006,0.456753,1.0
-3.906129,10.694900,0.0
0.509106,0.351787,1.0
11.822517,-10.548546,0.0
0.626953,0.604762,1.0
-4.151742,10.665419,0.0
0.459637,0.517430,1.0
9.301860,-11.634863,0.0
0.350565,0.548902,1.0
-6.357918,6.078088,0.0
0.526398,0.578866,1.0
-6.491476,5.956669,0.0
0.475941,0.534887,1.0
-3.362957,6.579414,0.0
0.554599,0.144930,1.0
8.789296,-9.099681,0.0
0.657402,0.959855,1.0
-5.414834,-10.513054,0.0
0.151225,0.633296,1.0
7.881258,3.105170,0.0
0.313475,0.578385,1.0
10.742620,2.811672,0.0
0.119367,0.208311,1.0
-10.920122,6.710804,0.0
0.146653,0.801970,1.0
5.339409,7.050174,0.0
0.224085,0.198520,1.0
0.656948,-1.073150,0.0
0.413436,0.619548,1.0
6.237420,6.925446,0.0
0.569996,0.916426,1.0
-3.331384,-4.565486,0.0
0.386426,0.667082,1.0
3.887306,8.344812,0.0
0.595358,0.187141,1.0
-5.718034,1.999628,0.0
0.125764,0.709284,1.0
11.219106,-12.683386,0.0
0.160968,0.389985,1.0
-0.769821,-12.589725,0.0
0.123953,0.284266,1.0
3.919142,1.619140,0.0
0.263217,0.887375,1.0
-10.186913,-2.646922,0.0
0.204472,0.555040,1.0
1.452295,1.922660,0.0
0.148969,0.727677,1.0
-10.994211,-0.112064,0.0
0.497878,0.829315,1.0
-5.389753,-1.771660,0.0
0.380000,0.660698,1.0
-3.991816,-10.457813,0.0
0.154001,0.292482,1.0
6.153938,-2.957320,0.0
0.357475,0.086256,1.0
5.320381,-3.156085,0.0
0.518317,0.354700,1.0
-1.575875,10.871551,0.0
0.599109,0.227317,1.0
0.269126,8.197959,0.0
0.690987,0.414339,1.0
7.709012,-2.234230,0.0
0.046431,0.361073,1.0
1.194259,-0.489006,0.0
0.834139,0.376366,1.0
2.043866,11.453104,0.0
0.442793,0.029366,1.0
1.592188,5.297888,0.0
0.725010,0.235213,1.0
-7.089950,9.413911,0.0
0.042452,0.488160,1.0
-0.075300,-1.372297,0.0
0.053171,0.642266,1.0
1.511786,-4.404631,0.0
0.397687,0.921683,1.0
5.694082,8.228990,0.0
0.144486,0.381381,1.0
9.701659,-0.215839,0.0
0.895070,0.434447,1.0
6.421763,9.173173,0.0
0.217500,0.527053,1.0
-8.172781,-0.730776,0.0
0.447327,0.226991,1.0
-11.725377,-8.010920,0.0
0.913218,0.451865,1.0
-0.237456,8.072301,0.0
0.072258,0.446942,1.0
6.405522,-5.797869,0.0
0.570154,0.582111,1.0
0.932193,6.775048,0.0
0.806412,0.360859,1.0
11.726560,2.086140,0.0
0.482807,0.535604,1.0
10.328748,12.875898,0.0
0.299411,0.201677,1.0
2.184487,1.270560,0.0
0.970101,0.495753,1.0
-9.976382,1.139464,0.0
0.785649,0.405061,1.0
9.429237,-12.220231,0.0
0.824511,0.560867,1.0
-0.123801,9.069285,0.0
0.541837,0.646916,1.0
5.446171,-4.597158,0.0
0.754614,0.802281,1.0
11.484684,-12.516437,0.0
0.866230,0.731816,1.0
3.546547,8.818812,0.0
0.375068,0.774548,1.0
8.415623,5.770978,0.0
0.912021,0.334386,1.0
