x1,x2,y
0.479042,1.654177,0.0
0.630779,0.502408,1.0
1.475197,-2.567699,0.0
0.607128,0.596299,1.0
1.829343,-1.839958,0.0
0.645175,0.449730,1.0
-1.627913,2.072100,0.0
0.437859,0.494140,1.0
-1.782045,1.171434,0.0
0.555575,0.555212,1.0
-1.049862,-1.431998,0.0
0.664524,0.446828,1.0
-1.314835,-1.025412,0.0
0.669210,0.418286,1.0
-3.356854,-1.249117,0.0
0.341749,0.378677,1.0
2.432227,-1.365706,0.0
0.601890,0.569392,1.0
-2.469697,3.398812,0.0
0.327049,0.507137,1.0
-1.011168,1.498072,0.0
0.484544,0.329169,1.0
0.904679,2.744713,0.0
0.429031,0.520085,1.0
-0.745668,2.160447,0.0
0.583861,0.354705,1.0
0.391221,-0.155773,0.0
0.639529,0.366019,1.0
3.663504,-0.688383,0.0
0.384213,0.463681,1.0
-0.363955,-1.784744,0.0
0.633522,0.612064,1.0
-2.796325,-2.836783,0.0
0.683685,0.492036,1.0
3.044533,1.464399,0.0
0.661415,0.594681,1.0
1.898658,0.950676,0.0
0.501445,0.379309,1.0
-1.163215,-3.348761,0.0
0.611589,0.372212,1.0
-2.616451,1.711956,0.0
0.430489,0.635087,1.0
0.296666,1.863827,0.0
0.527633,0.525378,1.0
2.522629,-2.978832,0.0
0.652513,0.584087,1.0
1.043719,-0.414500,0.0
0.443657,0.342843,1.0
-2.659047,3.397642,0.0
0.519238,0.628312,1.0
2.809556,-0.995353,0.0
0.554710,0.416526,1.0
-2.966621,-2.391337,0.0
0.612355,0.457180,1.0
-1.477058,2.494546,0.0
0.542862,0.481256,1.0
3.359739,2.925553,0.0
0.426616,0.336876,1.0
-0.592507,2.334569,0.0
0.458322,0.412676,1.0
-0.936099,-0.409565,0.0
0.450872,0.398316,1.0
3.836570,-1.371847,0.0
0.508554,0.659918,1.0
2.610297,-3.730114,0.0
0.391329,0.469483,1.0
-1.834495,1.050934,0.0
0.540833,0.380713,1.0
-0.961822,-3.746549,0.0
0.559248,0.679554,1.0
3.250043,0.079531,0.0
0.647986,0.503081,1.0
3.665655,-3.541710,0.0
0.565082,0.328656,1.0
-3.572317,-3.326423,0.0
0.664789,0.508246,1.0
3.823725,1.152253,0.0
0.423854,0.317324,1.0
3.232963,1.617348,0.0
0.488159,0.680371,1.0
-1.940665,2.842724,0.0
0.636880,0.641842,1.0
-1.121115,2.215908,0.0
0.385221,0.607326,1.0
-3.484275,2.196570,0.0
0.517809,0.619882,1.0
1.133286,-0.458365,0.0
0.636189,0.626637,1.0
-0.286937,-2.146074,0.0
0.404092,0.570182,1.0
-0.917218,-2.885939,0.0
0.316674,0.544142,1.0
