x1,x2,y
0.911275,-1.602051,0.0
0.550199,0.598480,1.0
-0.558860,-1.560940,0.0
0.679190,0.543812,1.0
-0.505853,-1.069350,0.0
0.426553,0.472320,1.0
-0.113281,-1.314306,0.0
0.334015,0.388688,1.0
-0.215642,0.301429,0.0
0.673927,0.491605,1.0
1.101205,-1.444871,0.0
0.542958,0.492511,1.0
1.477726,1.541991,0.0
0.468158,0.524159,1.0
0.474727,-1.264410,0.0
0.601478,0.435821,1.0
1.441763,1.917254,0.0
0.584114,0.611993,1.0
-1.445083,1.086027,0.0
0.467571,0.668406,1.0
0.035418,-1.125017,0.0
0.523426,0.627534,1.0
-1.482595,0.627490,0.0
0.503070,0.504686,1.0
-0.517016,0.319688,0.0
0.614693,0.543275,1.0
1.227747,0.137284,0.0
0.646199,0.471246,1.0
-0.769164,0.252345,0.0
0.419890,0.483062,1.0
1.309000,0.765614,0.0
0.385771,0.652572,1.0
-1.324668,0.507820,0.0
0.550210,0.373941,1.0
1.246929,-0.859127,0.0
0.524583,0.466792,1.0
-1.375710,-0.562044,0.0
0.455684,0.480139,1.0
2.032017,1.912009,0.0
0.588740,0.353116,1.0
1.187290,0.585652,0.0
0.374199,0.567158,1.0
-0.804107,0.978217,0.0
0.584820,0.477263,1.0
-1.444944,-0.775580,0.0
0.468067,0.604256,1.0
-1.696287,0.108306,0.0
0.550240,0.486402,1.0
-1.519587,0.503468,0.0
0.384841,0.626177,1.0
-1.535628,-0.299374,0.0
0.502707,0.393637,1.0
-0.391438,-1.701760,0.0
0.549483,0.566821,1.0
-1.539446,-1.475406,0.0
0.467056,0.417269,1.0
-0.606957,0.670641,0.0
0.552748,0.631347,1.0
-0.525300,-0.316539,0.0
0.626428,0.576824,1.0
-0.176358,1.153948,0.0
0.386763,0.519852,1.0
0.540223,-0.867338,0.0
0.581038,0.505071,1.0
0.351604,0.006938,0.0
0.406205,0.486709,1.0
-1.862764,-0.672428,0.0
0.567431,0.607339,1.0
0.406923,1.554944,0.0
0.647113,0.621307,1.0
0.111446,-0.123981,0.0
0.448534,0.317747,1.0
0.732384,-1.030500,0.0
0.612209,0.403598,1.0
1.728248,-0.543830,0.0
0.409204,0.486793,1.0
0.309352,-0.328063,0.0
0.580148,0.355053,1.0
-1.287806,-1.560045,0.0
0.587323,0.542811,1.0
-0.708465,-0.176750,0.0
0.381984,0.604790,1.0
0.003864,1.936678,0.0
0.475725,0.510352,1.0
-0.232294,1.828680,0.0
0.406583,0.447409,1.0
1.136421,-1.768937,0.0
0.621468,0.419345,1.0
0.394691,1.769073,0.0
0.596086,0.615474,1.0
-0.242396,0.046452,0.0
0.454473,0.524404,1.0
1.580345,0.057011,0.0
0.386840,0.623115,1.0
-0.136426,0.282019,0.0
0.455112,0.464242,1.0
-1.925833,1.919421,0.0
0.453012,0.368907,1.0
-0.834328,1.246391,0.0
0.355744,0.386481,1.0
0.868425,0.619947,0.0
0.427978,0.429187,1.0
-1.558090,0.180447,0.0
0.535359,0.370379,1.0
-1.489063,1.118658,0.0
0.589630,0.514091,1.0
0.232186,0.550872,0.0
0.663103,0.579009,1.0
-0.975167,-1.234661,0.0
0.619469,0.410681,1.0
0.085161,-0.901975,0.0
0.676477,0.550688,1.0
-0.975996,1.643196,0.0
0.574451,0.591367,1.0
0.085191,-0.387153,0.0
0.397064,0.455926,1.0
0.497959,-1.400222,0.0
0.411988,0.475799,1.0
0.616626,-1.967510,0.0
0.310128,0.525291,1.0
-1.451009,-1.912907,0.0
0.573885,0.679790,1.0
1.308941,-0.227905,0.0
0.500674,0.632778,1.0
0.059598,2.065050,0.0
0.357278,0.578954,1.0
1.845719,-0.205863,0.0
0.581643,0.678062,1.0
-1.253230,-0.044549,0.0
0.392164,0.495304,1.0
-1.256361,1.932896,0.0
0.422454,0.386878,1.0
-0.356072,0.500686,0.0
0.556816,0.603273,1.0
1.105422,-1.977899,0.0
0.543164,0.360939,1.0
0.056519,0.721393,0.0
0.410521,0.620570,1.0
0.172363,-1.090419,0.0
0.302462,0.470927,1.0
1.735566,0.653786,0.0
0.593920,0.610188,1.0
-0.748887,0.864376,0.0
0.478195,0.426833,1.0
-1.228998,-0.165821,0.0
0.539855,0.349624,1.0
-1.830487,0.007709,0.0
0.439021,0.424328,1.0
1.863019,0.752430,0.0
0.488882,0.433536,1.0
1.515532,-1.455481,0.0
0.360397,0.594030,1.0
-0.371051,0.741863,0.0
0.374626,0.544255,1.0
1.987359,-1.049250,0.0
0.600109,0.628048,1.0
1.098662,2.004811,0.0
0.601426,0.369755,1.0
1.739586,1.025236,0.0
0.360516,0.589501,1.0
-1.692453,1.535109,0.0
0.498003,0.528136,1.0
0.918838,-0.493914,0.0
0.609050,0.495227,1.0
1.886598,-1.954642,0.0
0.569474,0.554534,1.0
1.603235,-1.623918,0.0
0.543693,0.443142,1.0
-0.123705,-0.113173,0.0
0.547522,0.394233,1.0
-0.278403,-0.316957,0.0
0.357461,0.452845,1.0
-1.441817,1.377847,0.0
0.374378,0.364441,1.0
0.691260,0.807002,0.0
0.309911,0.466842,1.0
-0.921053,1.060393,0.0
0.635877,0.582234,1.0
1.078112,1.020326,0.0
0.502591,0.440996,1.0
-0.882422,-0.662072,0.0
0.343089,0.498369,1.0
1.967714,0.562315,0.0
0.578748,0.424636,1.0
1.587424,1.431642,0.0
0.481288,0.408566,1.0
0.809731,1.155203,0.0
0.365920,0.612356,1.0
-0.359248,1.713656,0.0
0.691538,0.474547,1.0
-1.972841,1.468063,0.0
0.380288,0.506259,1.0
-0.092363,1.658196,0.0
0.370243,0.473814,1.0
-1.059552,0.108439,0.0
0.474859,0.362067,1.0
1.697199,-1.568743,0.0
0.468365,0.416523,1.0
-2.047182,-0.580175,0.0
0.633306,0.573278,1.0
-0.182599,1.265322,0.0
0.658269,0.518888,1.0
-1.604338,-0.116862,0.0
0.430083,0.599646,1.0
-0.497926,1.949327,0.0
0.512906,0.613379,1.0
-0.378946,-1.750423,0.0
0.656122,0.443063,1.0
-1.403708,-0.728143,0.0
0.586181,0.552351,1.0
-1.511815,0.917764,0.0
0.482553,0.462328,1.0
0.414553,-0.403897,0.0
0.395015,0.409101,1.0
-1.496805,1.193249,0.0
0.494342,0.612398,1.0
-1.310342,1.886892,0.0
0.491792,0.551468,1.0
-1.783780,-0.391163,0.0
0.378051,0.508537,1.0
-1.178945,1.073152,0.0
0.418307,0.678412,1.0
1.853767,0.657474,0.0
0.496618,0.451847,1.0
-1.065214,1.545380,0.0
0.538362,0.446500,1.0
0.352665,1.033240,0.0
0.372436,0.526832,1.0
1.691671,-2.082128,0.0
0.507884,0.607755,1.0
-1.613578,0.002335,0.0
0.638257,0.592969,1.0
1.328682,-0.242937,0.0
0.438183,0.336390,1.0
-1.954153,0.558048,0.0
0.548951,0.427053,1.0
-0.169985,-0.937630,0.0
0.466605,0.434021,1.0
-1.086567,-0.339713,0.0
0.402167,0.627909,1.0
1.661245,-1.057494,0.0
0.604484,0.561270,1.0
1.775388,-2.061305,0.0
0.638105,0.438423,1.0
-1.293595,1.955582,0.0
0.676090,0.449877,1.0
-0.217214,-0.921856,0.0
0.516163,0.550733,1.0
-1.294984,-0.402571,0.0
0.517770,0.361224,1.0
-0.045019,-0.637302,0.0
0.391466,0.375257,1.0
-1.649393,-1.349273,0.0
0.364158,0.599823,1.0
1.264959,-0.237677,0.0
0.441478,0.527616,1.0
1.475692,0.950132,0.0
0.544901,0.356152,1.0
-0.628510,-0.364212,0.0
0.557730,0.376507,1.0
0.485405,1.806274,0.0
0.543120,0.412860,1.0
-1.629329,-0.132874,0.0
0.612851,0.383842,1.0
1.406642,-0.370267,0.0
0.605649,0.546290,1.0
-0.087722,-0.145331,0.0
0.674236,0.484013,1.0
1.081871,1.214279,0.0
0.556443,0.329279,1.0
-1.044867,-0.878832,0.0
0.582208,0.570602,1.0
-1.978397,0.485153,0.0
0.667973,0.415424,1.0
1.320589,-1.861283,0.0
0.406626,0.363146,1.0
-1.028665,-1.580721,0.0
0.393098,0.592725,1.0
0.337816,-0.731001,0.0
0.411634,0.536415,1.0
0.215577,-1.394020,0.0
0.339161,0.478878,1.0
2.072479,1.557289,0.0
0.401366,0.351207,1.0
0.454782,-0.480952,0.0
0.333428,0.518713,1.0
1.125129,1.637911,0.0
0.502783,0.479294,1.0
-0.095874,1.445402,0.0
0.507415,0.319552,1.0
0.046475,-0.089273,0.0
0.403372,0.468167,1.0
1.968474,0.740721,0.0
0.546959,0.545511,1.0
1.011330,0.025659,0.0
0.372011,0.589934,1.0
-0.777497,-1.197302,0.0
0.417983,0.432890,1.0
0.929004,-1.821561,0.0
0.435961,0.598392,1.0
0.743699,0.140796,0.0
0.423848,0.619116,1.0
-0.241371,0.473717,0.0
0.362843,0.503969,1.0
-0.913238,-1.983254,0.0
0.370867,0.558823,1.0
-1.657199,1.849755,0.0
0.540818,0.521776,1.0
-0.035201,0.573966,0.0
0.427903,0.368951,1.0
-1.488927,-0.802807,0.0
0.586582,0.475440,1.0
0.155204,0.310521,0.0
0.679968,0.417812,1.0
-1.378035,-1.840041,0.0
0.407292,0.352128,1.0
-0.931232,-2.023352,0.0
0.588278,0.582135,1.0
0.463747,-1.012540,0.0
0.560827,0.423859,1.0
-0.988841,-0.051436,0.0
0.567924,0.503850,1.0
-0.920934,-1.144944,0.0
0.626301,0.439098,1.0
0.268794,-1.577371,0.0
0.455129,0.345556,1.0
-1.433676,-0.391177,0.0
0.356814,0.367595,1.0
-1.290269,-0.953327,0.0
0.540673,0.488211,1.0
-1.490622,0.116725,0.0
0.537822,0.579974,1.0
1.316491,0.667591,0.0
0.502618,0.508606,1.0
-1.724879,-1.640772,0.0
0.571171,0.675270,1.0
1.689093,0.790476,0.0
0.587852,0.626292,1.0
1.914464,0.193963,0.0
0.570686,0.526066,1.0
0.961559,-0.674206,0.0
0.521447,0.553443,1.0
-1.919931,0.321901,0.0
0.555793,0.615207,1.0
-1.180664,1.585547,0.0
0.431797,0.619190,1.0
0.219361,-0.792207,0.0
0.441363,0.587497,1.0
1.619549,-0.440767,0.0
0.613402,0.451221,1.0
1.841203,-0.500778,0.0
0.520792,0.351359,1.0
1.920094,-1.783438,0.0
0.609459,0.576550,1.0
1.779124,1.936358,0.0
0.364128,0.495601,1.0
0.702800,1.563202,0.0
0.576940,0.431172,1.0
0.024078,1.472587,0.0
0.420387,0.451307,1.0
0.220028,2.015207,0.0
0.575370,0.450306,1.0
-0.072716,0.066024,0.0
0.582884,0.335311,1.0
0.683816,1.695435,0.0
0.311241,0.435754,1.0
-1.884318,-1.735813,0.0
0.442753,0.356988,1.0
0.004321,1.222878,0.0
0.320741,0.489589,1.0
-1.832504,-0.288577,0.0
0.584783,0.643271,1.0
-0.478017,0.574130,0.0
0.397468,0.451622,1.0
1.139844,1.160334,0.0
0.484305,0.310416,1.0
0.686758,0.741163,0.0
0.455340,0.693791,1.0
-1.624983,1.503436,0.0
0.600204,0.623807,1.0
0.296682,0.936856,0.0
0.494268,0.556288,1.0
0.299401,0.432459,0.0
0.555472,0.422291,1.0
-0.589260,-0.087785,0.0
0.504654,0.321908,1.0
0.012398,-1.626081,0.0
0.486180,0.629841,1.0
-1.678056,-0.095142,0.0
0.609960,0.594855,1.0
-1.742613,-1.498278,0.0
0.656669,0.437141,1.0
-0.789847,1.247145,0.0
0.461495,0.551390,1.0
1.097035,-0.136915,0.0
0.544094,0.382272,1.0
1.541745,-1.889398,0.0
0.603118,0.407024,1.0
1.571313,-0.546592,0.0
0.387862,0.601983,1.0
0.225968,1.051140,0.0
0.624038,0.404672,1.0
-1.902944,0.226396,0.0
0.483930,0.406739,1.0
1.722979,-0.888363,0.0
0.526163,0.623876,1.0
-0.178120,0.943582,0.0
0.459558,0.383253,1.0
-1.738857,-1.374142,0.0
0.556016,0.363143,1.0
-1.678389,-1.479586,0.0
0.575414,0.377338,1.0
0.233224,1.195051,0.0
0.578619,0.654383,1.0
-0.813423,-0.204727,0.0
0.399706,0.453632,1.0
-1.105141,-1.701598,0.0
0.408308,0.626705,1.0
-0.778309,1.955814,0.0
0.645288,0.363149,1.0
-0.540765,0.163915,0.0
0.473252,0.546304,1.0
-1.693234,1.020666,0.0
0.645468,0.585978,1.0
-1.782323,-1.101698,0.0
0.346614,0.540412,1.0
0.102885,-1.214838,0.0
0.349489,0.456879,1.0
0.616499,0.104240,0.0
0.554124,0.569870,1.0
-0.991708,-2.034172,0.0
0.469217,0.337530,1.0
1.720964,-1.157596,0.0
0.374165,0.388091,1.0
-0.549109,-1.471485,0.0
0.343329,0.525862,1.0
-1.367190,-0.170676,0.0
0.505077,0.628504,1.0
1.833711,-0.427343,0.0
0.466231,0.543070,1.0
-1.305689,0.280426,0.0
0.568093,0.540559,1.0
0.709810,1.775917,0.0
0.501854,0.460193,1.0
1.721961,-1.208108,0.0
0.321835,0.478314,1.0
-0.857295,1.646708,0.0
0.330188,0.472446,1.0
1.109417,-2.021311,0.0
0.654391,0.542343,1.0
0.695029,1.159852,0.0
0.636772,0.421833,1.0
-1.676486,1.101748,0.0
0.430882,0.438693,1.0
0.135170,-0.394639,0.0
0.414085,0.527579,1.0
-0.832914,-0.189240,0.0
0.389931,0.564943,1.0
-1.088876,-1.341334,0.0
0.652077,0.455885,1.0
1.693512,-0.538030,0.0
0.493391,0.618734,1.0
-0.472265,0.637904,0.0
0.394229,0.399104,1.0
-1.735911,1.937032,0.0
0.641991,0.542860,1.0
-0.597275,-0.395376,0.0
0.434172,0.532793,1.0
-0.466470,1.445936,0.0
0.561898,0.415261,1.0
2.031786,-1.964537,0.0
0.330352,0.432131,1.0
1.246056,1.263491,0.0
0.528549,0.315889,1.0
0.557944,-1.239566,0.0
0.368500,0.372962,1.0
0.706301,1.607335,0.0
0.507736,0.520861,1.0
-2.003127,0.651108,0.0
0.306178,0.528036,1.0
0.061196,-0.473695,0.0
0.671934,0.597346,1.0
0.995239,-1.610620,0.0
0.433629,0.608217,1.0
0.055494,0.284432,0.0
0.580691,0.679576,1.0
1.398432,0.251239,0.0
0.603924,0.352237,1.0
1.536648,0.651266,0.0
0.559204,0.344727,1.0
-0.778105,1.193338,0.0
0.347227,0.442904,1.0
-0.142485,-0.739800,0.0
0.327450,0.458398,1.0
-0.101523,-1.092952,0.0
0.647845,0.531178,1.0
0.097608,-1.700584,0.0
0.431913,0.561776,1.0
-1.387032,-1.849933,0.0
0.574068,0.556602,1.0
1.065382,1.270822,0.0
0.406434,0.334822,1.0
-1.481762,2.017742,0.0
0.632736,0.586126,1.0
-0.864572,1.138621,0.0
0.652745,0.482189,1.0
-1.596312,0.391274,0.0
0.399084,0.412529,1.0
-1.274083,-1.911410,0.0
0.569590,0.491197,1.0
0.544962,-1.023777,0.0
0.574863,0.328636,1.0
-1.232672,1.079242,0.0
0.406321,0.430313,1.0
-0.320077,0.671111,0.0
0.550671,0.526898,1.0
0.865678,0.655738,0.0
0.518269,0.347517,1.0
0.190473,0.883958,0.0
0.435238,0.444281,1.0
-0.659337,-1.882816,0.0
0.351424,0.579109,1.0
-0.202135,0.516400,0.0
0.548039,0.686217,1.0
1.645223,-1.531990,0.0
0.560522,0.494898,1.0
-1.488828,0.872286,0.0
0.339329,0.504523,1.0
0.114142,-1.020526,0.0
0.659959,0.524160,1.0
0.546911,-1.865082,0.0
0.325193,0.514097,1.0
1.260547,1.221621,0.0
0.308105,0.526760,1.0
